Mat_MatCode,SP_TestPlan,Test_Lab,Analyte,Component,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD
7A4OA709,Chem_NY_Chamomile Extract # 11-19-2,NY-Analytical,pH,pH,,,"FDA,1",4,6.5,TM 200
7A4OA709,Chem_NY_Chamomile Extract # 11-19-2,NY-Analytical,Chemical Inspection,Description ,Clear Amber to brown liquid having a characteristic odor (Done),,,,,TM208
7A4OA709,Chem_NY_Chamomile Extract # 11-19-2,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OA709,Chem_NY_Chamomile Extract # 11-19-2,NY-Analytical,Chemical Inspection,Contamination ,None- free of foreign particles (Done),,,,,TM208
7A4OA911,Chem_NY_Fragrance Hugs & Kisses Sheer1,NY-Analytical,Refractive Index,Refractive Index at 25°C,,,"FDA,4",1.4536,1.4636,TM 204
7A4OA911,Chem_NY_Fragrance Hugs & Kisses Sheer1,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OA911,Chem_NY_Fragrance Hugs & Kisses Sheer1,NY-Analytical,Chemical Inspection,Color ,Colorless to Slightly Yellow (Done),,,,,TM208
7A4OA911,Chem_NY_Fragrance Hugs & Kisses Sheer1,NY-Analytical,Chemical Inspection,Appearance ,Liquid (Done),,,,,TM208
7A4OA911,Chem_NY_Fragrance Hugs & Kisses Sheer1,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OA911,Chem_NY_Fragrance Hugs & Kisses Sheer1,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OA911,Chem_NY_Fragrance Hugs & Kisses Sheer1,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OB223,Chem_189A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OB223,Chem_189A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OB223,Chem_189A,NY-Analytical,Chemical Inspection,Color ,Colorless to white (Done),,,,,TM208
7A4OB223,Chem_189A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OB223,Chem_189A,NY-Analytical,Chemical Inspection,Odor ,Odorless (Done),,,,,TM208
7A4OB223,Chem_189A,NY-Analytical,Chemical Inspection,Appearance ,Translucent crystals or crystalline powder (Done),,,,,TM208
7A4OB339,Chem_NY_Isopropyl alcohol 99% USP-Inline,NY-Analytical,Acidity,Acidity,,mL,"FDA,2",,0.7,TM 375
7A4OB339,Chem_NY_Isopropyl alcohol 99% USP-Inline,NY-Analytical,Acidity,Acidity Final,,mL,"FDA,2",,0.7,TM 375
7A4OB339,Chem_NY_Isopropyl alcohol 99% USP-Inline,NY-Analytical,Acidity,Titrant End Volume ,,mL,"FDA,2",,,TM 375
7A4OB339,Chem_NY_Isopropyl alcohol 99% USP-Inline,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.376,1.378,TM 204
7A4OB339,Chem_NY_Isopropyl alcohol 99% USP-Inline,NY-Analytical,Nonvolatile Residue,End Weight,,g,"FDA,4",,,TM 226
7A4OB339,Chem_NY_Isopropyl alcohol 99% USP-Inline,NY-Analytical,Nonvolatile Residue,Start Weight,,g,"FDA,4",,,TM 226
7A4OB397,Chem_04A,NY-Analytical,Assay,Assay Final,,%,"FDA,1",47.5,52.5,TM 301/434
7A4OB397,Chem_04A,NY-Analytical,Assay,Assay,,%,"FDA,1",47.5,52.5,TM 301/434
7A4OB397,Chem_04A,NY-Analytical,Chemical Inspection,Appearance ,Clear viscous liquid (Done),,,,,TM208
7A4OB397,Chem_04A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OB397,Chem_04A,NY-Analytical,Chemical Inspection,Color ,Colorless to light yellow (Done),,,,,TM208
7A4OB397,Chem_04A,NY-Analytical,Identification,Identification ,Formation of precipitate per test (Done),,,,,USP/NF
7A4OB397,Chem_04A,NY-Analytical,Chemical Inspection,Odor ,Mild almond (Done),,,,,TM208
7A4OB397,Chem_04A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OB690,Chem_01A,NY-Analytical,Chemical Inspection,Appearance ,"Clear, mobile liquid (Done)",,,,,TM208
7A4OB690,Chem_01A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OB690,Chem_01A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OB690,Chem_01A,NY-Analytical,Chemical Inspection,Color ,Colorless (Done),,,,,TM208
7A4OB690,Chem_01A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OB690,Chem_01A,NY-Analytical,Chemical Inspection,Odor ,Solvent (Done),,,,,TM208
7A4OF602,Chem_19A,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,3",0.964,0.968,TM 202
7A4OF602,Chem_19A,NY-Analytical,Refractive Index,Refractive Index at 25°C,,,"FDA,3",1.455,1.461,TM 204
7A4OF602,Chem_19A,NY-Analytical,Chemical Inspection,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OF602,Chem_19A,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OF602,Chem_19A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OG169,Chem_20A,NY-Analytical,Chemical Inspection,Color ,Amber (Done),,,,,TM208
7A4OG169,Chem_20A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7A4OG169,Chem_20A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OG169,Chem_20A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OG169,Chem_20A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OH247,Chem_21A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OH247,Chem_21A,NY-Analytical,Chemical Inspection,Color ,Match reference (Done),,,,,TM208
7A4OH247,Chem_21A,NY-Analytical,Chemical Inspection,Odor ,Match reference (Done),,,,,TM208
7A4OH247,Chem_21A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OH247,Chem_21A,NY-Analytical,Chemical Inspection,Appearance ,White granular material (Done),,,,,TM208
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Residue on Ignition,Residue on Ignition,,%,"FDA,2",,0.05,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Loss on Drying,Loss on Drying,,%,"FDA,3",,0.5,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Related Compounds,Related Compound B,,%,"FDA,4",,0.05,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Related Compounds,Related Compound A,,%,"FDA,4",,0.1,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Related Compounds,Total Impurities,,%,"FDA,4",,0.2,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Assay,Assay,,%,"FDA,1",98,102,USP/NF
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Chloride,Chloride,,%,"FDA,3",,0.014,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Sulfate Content,Sulfate Content,,%,"FDA,3",,0.02,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Heavy Metals,Heavy Metals,,ug/g,"FDA,0",,<20,USP
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Identification,Identification A,Passes Test (Done),,,,,USP/NF
7A4OK459,Chem_NY_Salicylic Acid USP,NY-Analytical,Identification,Identification B,Passes Test (Done),,,,,USP/NF
7A4OM002,Chem_NY_ Dissolvine GL-47-S,NY-Analytical,pH,pH (1% w/v aqueous solution),,,"FDA,1",11,11.8,TM 200
7A4OM002,Chem_NY_ Dissolvine GL-47-S,NY-Analytical,Chemical Inspection,Color ,Characteristic (Done),,,,,TM208
7A4OM002,Chem_NY_ Dissolvine GL-47-S,NY-Analytical,Chemical Inspection,Odor ,Characteristic (Done),,,,,TM208
7A4OM002,Chem_NY_ Dissolvine GL-47-S,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7A4OM002,Chem_NY_ Dissolvine GL-47-S,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OM002,Chem_NY_ Dissolvine GL-47-S,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OM002,Chem_NY_ Dissolvine GL-47-S,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP065,Chem_NY_ Fragrance Plaisir Gourmand 23,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7A4OP065,Chem_NY_ Fragrance Plaisir Gourmand 23,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP065,Chem_NY_ Fragrance Plaisir Gourmand 23,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OP065,Chem_NY_ Fragrance Plaisir Gourmand 23,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP065,Chem_NY_ Fragrance Plaisir Gourmand 23,NY-Analytical,Chemical Inspection,Color ,Pale Yellow to Yellow (Done),,,,,TM208
7A4OP065,Chem_NY_ Fragrance Plaisir Gourmand 23,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP073,Chem_NY_Fragrance Bali Leia 5,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP073,Chem_NY_Fragrance Bali Leia 5,NY-Analytical,Chemical Inspection,Color ,Dark yellow to lemon yellow (Done),,,,,TM208
7A4OP073,Chem_NY_Fragrance Bali Leia 5,NY-Analytical,Chemical Inspection,Appearance ,Liquid (Done),,,,,TM208
7A4OP073,Chem_NY_Fragrance Bali Leia 5,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OP073,Chem_NY_Fragrance Bali Leia 5,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP073,Chem_NY_Fragrance Bali Leia 5,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP081,Chem_NY_Fragrance SC 2705 LF,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP081,Chem_NY_Fragrance SC 2705 LF,NY-Analytical,Chemical Inspection,Color ,Colorless to very light yellow (Done),,,,,TM208
7A4OP081,Chem_NY_Fragrance SC 2705 LF,NY-Analytical,Chemical Inspection,Appearance ,Liquid (Done),,,,,TM208
7A4OP081,Chem_NY_Fragrance SC 2705 LF,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OP081,Chem_NY_Fragrance SC 2705 LF,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP081,Chem_NY_Fragrance SC 2705 LF,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP093,Chem_NY_Essential Oil 27A Fragrance,NY-Analytical,Chemical Inspection,Color ,Amber (Done),,,,,TM208
7A4OP093,Chem_NY_Essential Oil 27A Fragrance,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP093,Chem_NY_Essential Oil 27A Fragrance,NY-Analytical,Chemical Inspection,Appearance ,Liquid (Done),,,,,TM208
7A4OP093,Chem_NY_Essential Oil 27A Fragrance,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OP093,Chem_NY_Essential Oil 27A Fragrance,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP093,Chem_NY_Essential Oil 27A Fragrance,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP113,Chem_NY_Vitis Vinifera (Grape) Fruit Water_01,NY-Analytical,pH,pH,,,"FDA,1",2.5,6,TM 200
7A4OP113,Chem_NY_Vitis Vinifera (Grape) Fruit Water_01,NY-Analytical,Chemical Inspection,Odor ,Characteristic (Done),,,,,TM208
7A4OP113,Chem_NY_Vitis Vinifera (Grape) Fruit Water_01,NY-Analytical,Chemical Inspection,Appearance ,Clear to slightly cloudy liquid (Done),,,,,TM208
7A4OP113,Chem_NY_Vitis Vinifera (Grape) Fruit Water_01,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP113,Chem_NY_Vitis Vinifera (Grape) Fruit Water_01,NY-Analytical,Chemical Inspection,Color ,Colorless (Done),,,,,TM208
7A4OP113,Chem_NY_Vitis Vinifera (Grape) Fruit Water_01,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.466,1.475,TM 204
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,pH,pH,,,"FDA,1",6,7.5,TM 200
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,Chemical Inspection,Color ,Slightly Yellowish or Colorless (Done),,,,,TM208
7A4OP197,Chem_NY_D-Panthenol 75W_01,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP205,Chem_NY_Cucumis Sativus Fruit Extract,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP205,Chem_NY_Cucumis Sativus Fruit Extract,NY-Analytical,Chemical Inspection,Color ,Colorless to pale yellow (Done),,,,,TM208
7A4OP205,Chem_NY_Cucumis Sativus Fruit Extract,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OP205,Chem_NY_Cucumis Sativus Fruit Extract,NY-Analytical,IR Identification,IR Identification ,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP205,Chem_NY_Cucumis Sativus Fruit Extract,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP205,Chem_NY_Cucumis Sativus Fruit Extract,NY-Analytical,Chemical Inspection,Appearance ,Transparent Liquid to slightly Turbid (Done),,,,,TM208
7A4OP345,Chem_195A,NY-Analytical,pH,pH,,,"FDA,1",3.5,4.5,TM 200
7A4OP345,Chem_195A,NY-Analytical,Chemical Inspection,Odor ,Characteristic (Done),,,,,TM208
7A4OP345,Chem_195A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP345,Chem_195A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP345,Chem_195A,NY-Analytical,Chemical Inspection,Appearance ,Hazy liquid (Done),,,,,TM208
7A4OP345,Chem_195A,NY-Analytical,Chemical Inspection,Color ,Light green/amber (Done),,,,,TM208
7A4OP345,Chem_195A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP448,Chem_208A,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,4",0.9694,0.9894,TM 202
7A4OP448,Chem_208A,NY-Analytical,Refractive Index,Refractive Index at 25°C,,,"FDA,4",1.4655,1.4855,TM 204
7A4OP448,Chem_208A,NY-Analytical,Chemical Inspection,Appearance ,Clear to pale yellow liquid (Done),,,,,TM208
7A4OP448,Chem_208A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OP448,Chem_208A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP448,Chem_208A,NY-Analytical,Chemical Inspection,Odor ,Fresh Bouquet (Done),,,,,TM208
7A4OP448,Chem_208A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP567,Chem_NY_Surfonic L12-6_Surfactant,NY-Analytical,pH,pH (1%) in 10:6 IPA: H2O,,,"FDA,1",6.5,8,TM 200
7A4OP567,Chem_NY_Surfonic L12-6_Surfactant,NY-Analytical,Chemical Inspection,Appearance ,"Clear to slightly turbid, free of suspended matter (Done)",,,,,TM208
7A4OP567,Chem_NY_Surfonic L12-6_Surfactant,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OP567,Chem_NY_Surfonic L12-6_Surfactant,NY-Analytical,Chemical Inspection,Color ,Colorless to Slightly Yellow (Done),,,,,TM208
7A4OP567,Chem_NY_Surfonic L12-6_Surfactant,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OP567,Chem_NY_Surfonic L12-6_Surfactant,NY-Analytical,Chemical Inspection,Odor ,To match standard (Done),,,,,TM208
7A4OP601,Chem_NY_Tegosoft LSE 65 K Soft,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ028,Chem_NY_Emulgin VL-75,NY-Analytical,pH,pH,,,"FDA,1",5,6,TM 200
7A4OQ028,Chem_NY_Emulgin VL-75,NY-Analytical,Chemical Inspection,Appearance ,Clear to slightly Turbid (Done),,,,,TM208
7A4OQ028,Chem_NY_Emulgin VL-75,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OQ028,Chem_NY_Emulgin VL-75,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ028,Chem_NY_Emulgin VL-75,NY-Analytical,Chemical Inspection,Odor ,Match standard (Done),,,,,TM208
7A4OQ028,Chem_NY_Emulgin VL-75,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OQ028,Chem_NY_Emulgin VL-75,NY-Analytical,Chemical Inspection,Color ,Yellowish Liquid (Done),,,,,TM208
7A4OQ084,Chem_23A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7A4OQ084,Chem_23A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OQ084,Chem_23A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ084,Chem_23A,NY-Analytical,Chemical Inspection,Odor ,Little or no distinguisable odor (Done),,,,,TM208
7A4OQ084,Chem_23A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OQ084,Chem_23A,NY-Analytical,Chemical Inspection,Color ,None or Pale Straw (Done),,,,,TM208
7A4OQ132,Chem_25A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OQ132,Chem_25A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ132,Chem_25A,NY-Analytical,Chemical Inspection,Color ,Colorless to pale yellow (Done),,,,,TM208
7A4OQ132,Chem_25A,NY-Analytical,Chemical Inspection,Odor ,Mild (Done),,,,,TM208
7A4OQ132,Chem_25A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OQ132,Chem_25A,NY-Analytical,Chemical Inspection,Appearance ,Transparent liquid (Done),,,,,TM208
7A4OQ229,Chem_Trisodium Citrate Dihydrate USP,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OQ229,Chem_Trisodium Citrate Dihydrate USP,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ229,Chem_Trisodium Citrate Dihydrate USP,NY-Analytical,Chemical Inspection,Appearance,Fine granular (Done),,,,,TM208
7A4OQ229,Chem_Trisodium Citrate Dihydrate USP,NY-Analytical,Chemical Inspection,Contamination,None (Done),,,,,TM208
7A4OQ229,Chem_Trisodium Citrate Dihydrate USP,NY-Analytical,Chemical Inspection,Odor,Odorless (Done),,,,,TM208
7A4OQ229,Chem_Trisodium Citrate Dihydrate USP,NY-Analytical,Chemical Inspection,Color,White (Done),,,,,TM208
7A4OQ260,Chem_29A,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,3",0.954,0.974,TM 202
7A4OQ260,Chem_29A,NY-Analytical,Refractive Index,Refractive Index at 25°C,,,"FDA,3",1.464,1.484,TM 204
7A4OQ260,Chem_29A,NY-Analytical,Chemical Inspection,Appearance ,Clear Liquid (Done),,,,,TM208
7A4OQ260,Chem_29A,NY-Analytical,IR Identification,IR Identification,Close Match to Standard Sample or Spectrum (Done),,,,,TM 411
7A4OQ260,Chem_29A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ260,Chem_29A,NY-Analytical,Chemical Inspection,Color ,Colorless to pale yellow (Done),,,,,TM208
7A4OQ260,Chem_29A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OQ260,Chem_29A,NY-Analytical,Chemical Inspection,Odor ,Powder Rose (Done),,,,,TM208
7A4OQ518,Chem_31A,NY-Analytical,pH,pH (10% Solution),,,"FDA,1",6,9,TM 200
7A4OQ518,Chem_31A,NY-Analytical,Assay,Assay,,%,"FDA,1",50,54,TM 301/434
7A4OQ518,Chem_31A,NY-Analytical,Assay,Assay Final,,%,"FDA,1",50,54,TM 301/434
7A4OQ518,Chem_31A,NY-Analytical,Chemical Inspection,Appearance ,Clear viscous liquid (Done),,,,,TM208
7A4OQ518,Chem_31A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ518,Chem_31A,NY-Analytical,Chemical Inspection,Color ,Colorless to light straw (Done),,,,,TM208
7A4OQ518,Chem_31A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OQ518,Chem_31A,NY-Analytical,Chemical Inspection,Odor ,Pleasant almond (Done),,,,,TM208
7A4OQ890,Chem_34A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
7A4OQ890,Chem_34A,NY-Analytical,Chemical Inspection,Appearance ,Granular Powder (Done),,,,,TM208
7A4OQ890,Chem_34A,NY-Analytical,Chemical Inspection,Contamination ,None (Done),,,,,TM208
7A4OQ890,Chem_34A,NY-Analytical,Chemical Inspection,Odor ,Odorless (Done),,,,,TM208
7A4OQ890,Chem_34A,NY-Analytical,Chemical Inspection,Color ,White (Done),,,,,TM208
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Nonvolatile Residue,Weight of Residue,,g,"FDA,4",,,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Nonvolatile Residue,Nonvolatile Residue Final,,%,"FDA,3",,0.005,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Acidity,Acidity,,mL,"FDA,2",,0.7,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Acidity,Acidity Final,,mL,"FDA,2",,0.7,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Acidity,Titrant Start Volume ,,mL,"FDA,2",,,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Specific Gravity,Specific Gravity at 25°C,,,"FDA,3",0.783,0.787,USP/NF <841>
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Acidity,Titrant End Volume ,,mL,"FDA,2",,,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Refractive Index,Refractive Index at 20°C,,,"FDA,3",1.376,1.378,TM 204
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Nonvolatile Residue,End Weight,,g,"FDA,4",,,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Nonvolatile Residue,Start Weight,,g,"FDA,4",,,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Assay,Assay Final,,%,"FDA,1",99,,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Assay,Assay,,%,"FDA,1",99,,USP
7A4OS407,Chem_NY_Solumed Isopropyl Alcohol 99% USP,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
